sample	gene	gene_start	gene_end	seg_start	seg_end	seg_length	cf	tcn	lcn	cn_state	filter	tsg	seg	median_cnlr_seg	segclust	mcn	genes_on_seg	gene_snps	gene_het_snps	spans_segs
P-0002269-T01-IM3	CSF1R	149432854	149492935	147496345	149516669	2020324	0.8909663575292	5	nan	GAIN (many states)	PASS	False	31	0.750416355829807	50	nan	26	39	0	False
P-0002269-T01-IM3	DNMT1	10244021	10341962	7117145	10245067	3127922	0.923806700772565	5	nan	GAIN (many states)	PASS	False	85	0.838890633848238	51	nan	87	74	5	True
P-0002269-T01-IM3	DNMT1	10244021	10341962	7117145	10245067	3127922	0.923806700772565	5	nan	GAIN (many states)	PASS	False	85	0.838890633848238	51	nan	87	74	5	True
P-0002269-T01-IM3	FLCN	17115526	17140502	7976140	17119869	9143729	0.923806700772565	7	nan	INDETERMINATE	PASS	True	79	1.13320805261771	53	nan	89	25	4	True
P-0002269-T01-IM3	INSR	7112266	7294045	7117145	10245067	3127922	0.923806700772565	5	nan	GAIN (many states)	PASS	False	85	0.838890633848238	51	nan	87	49	2	False
P-0002269-T01-IM3	JUN	59246460	59249999	43812175	83024692	39212517	0.864990787072269	5	2.0	GAIN	PASS	False	3	0.724582621911631	49	3.0	243	10	0	False
P-0002269-T01-IM3	KEAP1	10596796	10614417	10246378	13519429	3273051	0.923806700772565	8	nan	INDETERMINATE	PASS	True	86	1.33712444532434	54	nan	123	14	3	False
P-0002269-T01-IM3	MAP2K4	11924141	12047147	7976140	17119869	9143729	0.923806700772565	7	nan	INDETERMINATE	PASS	True	79	1.13320805261771	53	nan	89	24	1	False
P-0002269-T01-IM3	NCOR1	15932471	16121499	7976140	17119869	9143729	0.923806700772565	7	nan	INDETERMINATE	PASS	True	79	1.13320805261771	53	nan	89	97	6	False
P-0002269-T01-IM3	PDGFRB	149493400	149535435	147496345	149516669	2020324	0.8909663575292	5	nan	GAIN (many states)	PASS	False	31	0.750416355829807	50	nan	26	45	4	False
P-0002269-T01-IM3	SMARCA4	11071501	11190102	10246378	13519429	3273051	0.923806700772565	8	nan	INDETERMINATE	PASS	True	86	1.33712444532434	54	nan	123	73	2	False
P-0002448-T02-IM3	DNMT1	10244021	10341962	7117000	13519429	6402429	0.657860386304459	5	nan	AMP (many states)	PASS	False	59	1.16333870012483	45	nan	209	72	6	False
P-0002493-T01-IM3	No_genes_above_ECHO_amplification_threshold																			
P-0002578-T01-IM3	AKT3	243651535	244014381	109490457	245978050	136487593	0.872613505802647	8	2.0	AMP	suppress_segment_too_large	False	2	1.30777397393115	24	6.0	1056	28	0	False
P-0002578-T01-IM3	CDC73	193090930	193223945	109490457	245978050	136487593	0.872613505802647	8	2.0	AMP	suppress_segment_too_large	True	2	1.30777397393115	24	6.0	1056	32	2	False
P-0002578-T01-IM3	COP1	175913967	176176629	109490457	245978050	136487593	0.872613505802647	8	2.0	AMP	suppress_segment_too_large	False	2	1.30777397393115	24	6.0	1056	43	0	False
P-0002578-T01-IM3	DDR2	162601163	162757190	109490457	245978050	136487593	0.872613505802647	8	2.0	AMP	suppress_segment_too_large	False	2	1.30777397393115	24	6.0	1056	34	0	False
P-0002578-T01-IM3	FH	241660903	241683061	109490457	245978050	136487593	0.872613505802647	8	2.0	AMP	suppress_segment_too_large	True	2	1.30777397393115	24	6.0	1056	19	1	False
P-0002578-T01-IM3	IKBKE	206643819	206670222	109490457	245978050	136487593	0.872613505802647	8	2.0	AMP	suppress_segment_too_large	False	2	1.30777397393115	24	6.0	1056	37	1	False
P-0002578-T01-IM3	IL10	206940947	206945839	109490457	245978050	136487593	0.872613505802647	8	2.0	AMP	suppress_segment_too_large	False	2	1.30777397393115	24	6.0	1056	10	4	False
P-0002578-T01-IM3	MCL1	150547027	150552214	109490457	245978050	136487593	0.872613505802647	8	2.0	AMP	suppress_segment_too_large	False	2	1.30777397393115	24	6.0	1056	11	1	False
P-0002578-T01-IM3	MDM4	204485507	204527248	109490457	245978050	136487593	0.872613505802647	8	2.0	AMP	suppress_segment_too_large	False	2	1.30777397393115	24	6.0	1056	22	1	False
P-0002578-T01-IM3	NOTCH2	120454176	120612240	109490457	245978050	136487593	0.872613505802647	8	2.0	AMP	suppress_segment_too_large	True	2	1.30777397393115	24	6.0	1056	82	3	False
P-0002578-T01-IM3	NRAS	115247090	115259515	109490457	245978050	136487593	0.872613505802647	8	2.0	AMP	suppress_segment_too_large	False	2	1.30777397393115	24	6.0	1056	10	1	False
P-0002578-T01-IM3	NTRK1	156785432	156851642	109490457	245978050	136487593	0.872613505802647	8	2.0	AMP	suppress_segment_too_large	False	2	1.30777397393115	24	6.0	1056	38	4	False
P-0002578-T01-IM3	PARP1	226548392	226595780	109490457	245978050	136487593	0.872613505802647	8	2.0	AMP	suppress_segment_too_large	True	2	1.30777397393115	24	6.0	1056	48	2	False
P-0002578-T01-IM3	RIT1	155867599	155881195	109490457	245978050	136487593	0.872613505802647	8	2.0	AMP	suppress_segment_too_large	False	2	1.30777397393115	24	6.0	1056	10	0	False
P-0002578-T01-IM3	SDHC	161284047	161345130	109490457	245978050	136487593	0.872613505802647	8	2.0	AMP	suppress_segment_too_large	True	2	1.30777397393115	24	6.0	1056	13	0	False
P-0002578-T01-IM3	TENT5C	118148556	118170994	109490457	245978050	136487593	0.872613505802647	8	2.0	AMP	suppress_segment_too_large	True	2	1.30777397393115	24	6.0	1056	12	4	False
P-0002578-T01-IM3	VTCN1	117686209	117753556	109490457	245978050	136487593	0.872613505802647	8	2.0	AMP	suppress_segment_too_large	False	2	1.30777397393115	24	6.0	1056	12	2	False
P-0002578-T04-IM6	AKT3	243651535	244014381	148892061	247249308	98357247	0.726659711834885	7	2.0	AMP	suppress_segment_too_large	False	4	1.19281479392654	21	5.0	887	30	0	False
P-0002578-T04-IM6	ARID2	46123448	46301823	25362854	46955250	21592396	0.726659711834885	14	nan	AMP	suppress_segment_too_large	True	25	2.08889921346896	23	nan	71	50	0	False
P-0002578-T04-IM6	CDC73	193090930	193223945	148892061	247249308	98357247	0.726659711834885	7	2.0	AMP	suppress_segment_too_large	True	4	1.19281479392654	21	5.0	887	35	2	False
P-0002578-T04-IM6	COP1	175913967	176176629	148892061	247249308	98357247	0.726659711834885	7	2.0	AMP	suppress_segment_too_large	False	4	1.19281479392654	21	5.0	887	42	0	False
P-0002578-T04-IM6	CSDE1	115259534	115301297	109490457	117695784	8205327	0.726659711834885	8	nan	INDETERMINATE	PASS	False	2	1.31086486245893	22	nan	107	45	3	False
P-0002578-T04-IM6	DDR2	162601163	162757190	148892061	247249308	98357247	0.726659711834885	7	2.0	AMP	suppress_segment_too_large	False	4	1.19281479392654	21	5.0	887	40	0	False
P-0002578-T04-IM6	ELF3	201977073	201986316	148892061	247249308	98357247	0.726659711834885	7	2.0	AMP	suppress_segment_too_large	True	4	1.19281479392654	21	5.0	887	16	2	False
P-0002578-T04-IM6	FH	241660903	241683061	148892061	247249308	98357247	0.726659711834885	7	2.0	AMP	suppress_segment_too_large	True	4	1.19281479392654	21	5.0	887	25	1	False
P-0002578-T04-IM6	H3-3A																			
P-0002578-T04-IM6	H3-4																			
P-0002578-T04-IM6	H3-5																			
P-0002578-T04-IM6	H3C13																			
P-0002578-T04-IM6	H3C14																			
P-0002578-T04-IM6	H3C15																			
P-0002578-T04-IM6	H3P6																			
P-0002578-T04-IM6	IKBKE	206643819	206670222	148892061	247249308	98357247	0.726659711834885	7	2.0	AMP	suppress_segment_too_large	False	4	1.19281479392654	21	5.0	887	49	3	False
P-0002578-T04-IM6	IL10	206940947	206945839	148892061	247249308	98357247	0.726659711834885	7	2.0	AMP	suppress_segment_too_large	False	4	1.19281479392654	21	5.0	887	11	4	False
P-0002578-T04-IM6	KRAS	25357723	25403870	25362854	46955250	21592396	0.726659711834885	14	nan	AMP	suppress_segment_too_large	False	25	2.08889921346896	23	nan	71	10	2	False
P-0002578-T04-IM6	MCL1	150547027	150552214	148892061	247249308	98357247	0.726659711834885	7	2.0	AMP	suppress_segment_too_large	False	4	1.19281479392654	21	5.0	887	11	1	False
P-0002578-T04-IM6	MDM4	204485507	204527248	148892061	247249308	98357247	0.726659711834885	7	2.0	AMP	suppress_segment_too_large	False	4	1.19281479392654	21	5.0	887	23	1	False
P-0002578-T04-IM6	NOTCH2	120454176	120612240	117696148	148891790	31195642	0.726659711834885	7	2.0	AMP	suppress_segment_too_large	True	3	1.08351517010175	20	5.0	70	99	3	False
P-0002578-T04-IM6	NRAS	115247090	115259515	109490457	117695784	8205327	0.726659711834885	8	nan	INDETERMINATE	PASS	False	2	1.31086486245893	22	nan	107	12	1	False
P-0002578-T04-IM6	NTRK1	156785432	156851642	148892061	247249308	98357247	0.726659711834885	7	2.0	AMP	suppress_segment_too_large	False	4	1.19281479392654	21	5.0	887	49	7	False
P-0002578-T04-IM6	NUF2	163236366	163325554	148892061	247249308	98357247	0.726659711834885	7	2.0	AMP	suppress_segment_too_large	False	4	1.19281479392654	21	5.0	887	25	1	False
P-0002578-T04-IM6	PARP1	226548392	226595780	148892061	247249308	98357247	0.726659711834885	7	2.0	AMP	suppress_segment_too_large	True	4	1.19281479392654	21	5.0	887	62	6	False
P-0002578-T04-IM6	RIT1	155867599	155881195	148892061	247249308	98357247	0.726659711834885	7	2.0	AMP	suppress_segment_too_large	False	4	1.19281479392654	21	5.0	887	11	0	False
P-0002578-T04-IM6	SDHC	161284047	161345130	148892061	247249308	98357247	0.726659711834885	7	2.0	AMP	suppress_segment_too_large	True	4	1.19281479392654	21	5.0	887	15	1	False
P-0002578-T04-IM6	SMYD3	245912644	246670614	148892061	247249308	98357247	0.726659711834885	7	2.0	AMP	suppress_segment_too_large	False	4	1.19281479392654	21	5.0	887	32	2	False
P-0002578-T04-IM6	TENT5C	118148556	118170994	117696148	148891790	31195642	0.726659711834885	7	2.0	AMP	suppress_segment_too_large	True	3	1.08351517010175	20	5.0	70	13	4	False
P-0002578-T04-IM6	VTCN1	117686209	117753556	109490457	117695784	8205327	0.726659711834885	8	nan	INDETERMINATE	PASS	False	2	1.31086486245893	22	nan	107	13	2	True
P-0002604-T01-IM3	IL7R	35852797	35879705	33817339	35876546	2059207	0.594252019162626	17	nan	AMP	PASS	False	12	2.08185965631566	17	nan	16	17	6	False
P-0002604-T01-IM3	TERT	1253262	1295184	1253891	1295322	41431	0.594252019162626	18	nan	AMP	PASS	False	10	2.16322572932182	18	nan	1	33	1	False
P-0002604-T02-IM5	IL7R	35852797	35879705	35857177	35876524	19347	0.664932936346262	40	nan	AMP	PASS	False	14	3.35300686957289	19	nan	1	14	5	False
P-0002604-T02-IM5	STAT3	40465342	40540586	114669	80783000	80668331	0.453835025277462	6	3.0	AMP (BALANCED)	suppress_segment_too_large	False	33	0.495303341730979	17	3.0	1203	35	2	False
P-0002604-T02-IM5	STAT5A	40439565	40463961	114669	80783000	80668331	0.453835025277462	6	3.0	AMP (BALANCED)	suppress_segment_too_large	False	33	0.495303341730979	17	3.0	1203	30	1	False
P-0002604-T02-IM5	STAT5B	40351186	40428725	114669	80783000	80668331	0.453835025277462	6	3.0	AMP (BALANCED)	suppress_segment_too_large	False	33	0.495303341730979	17	3.0	1203	31	0	False
P-0002604-T02-IM5	TERT	1253262	1295184	256509	1295274	1038765	0.664932936346262	38	nan	AMP	PASS	False	12	3.27934795271464	18	nan	17	32	0	False
P-0002641-T01-IM3	ARAF	47420499	47431319	47038550	53254050	6215500	0.703150632092531	3	nan	GAIN (many states)	PASS	False	100	0.675206029281594	44	nan	110	23	0	False
P-0002641-T01-IM3	BCL6	187439165	187463515	185195150	195389450	10194300	0.482435944113545	4	nan	GAIN (many states)	PASS	False	21	0.766468071168015	45	nan	59	20	0	False
P-0002641-T01-IM3	EZH2	148504475	148581413	148504800	148544400	39600	0.838394595517036	7	nan	INDETERMINATE	PASS	True	41	1.76853061720026	48	nan	1	37	0	False
P-0002641-T01-IM3	GATA1	48644962	48652718	47038550	53254050	6215500	0.703150632092531	3	nan	GAIN (many states)	PASS	False	100	0.675206029281594	44	nan	110	12	0	False
P-0002641-T01-IM3	KDM5C	53220503	53254604	47038550	53254050	6215500	0.703150632092531	3	nan	GAIN (many states)	PASS	True	100	0.675206029281594	44	nan	110	47	0	False
P-0002641-T01-IM3	KDM6A	44732423	44971847	39945650	47035950	7090300	0.838394595517036	3	nan	GAIN (many states)	PASS	True	99	0.832859133793077	46	nan	29	62	1	False
P-0002641-T01-IM3	KDM6A	44732423	44971847	39945650	47035950	7090300	0.838394595517036	3	nan	GAIN (many states)	PASS	True	99	0.832859133793077	46	nan	29	62	1	False
P-0002641-T01-IM3	KMT2C	151832007	152133090	149031046	158451100	9420054	0.831805581318095	5	nan	AMP (many states)	PASS	True	42	1.36708587768866	47	nan	71	140	7	False
P-0002641-T01-IM3	LPP	187871072	188608460	185195150	195389450	10194300	0.482435944113545	4	nan	GAIN (many states)	PASS	False	21	0.766468071168015	45	nan	59	2	0	False
P-0002641-T01-IM3	MAP3K13	185000729	185206885	135644892	185191650	49546758	1.0	2	1.0	DIPLOID	PASS	False	20	0.250606400277631	32	1.0	238	35	1	True
P-0002641-T01-IM3	MAP3K13	185000729	185206885	135644892	185191650	49546758	1.0	2	1.0	DIPLOID	PASS	False	20	0.250606400277631	32	1.0	238	35	1	True
P-0002641-T01-IM3	MLH1	37034823	37092409	36109850	41265551	5155701	0.118205839212096	5	nan	AMP (many states)	suppress_likely_unfocal_large_gain	True	16	0.465816684965851	41	nan	41	38	6	False
P-0002641-T01-IM3	MYD88	38179969	38184513	36109850	41265551	5155701	0.118205839212096	5	nan	AMP (many states)	suppress_likely_unfocal_large_gain	False	16	0.465816684965851	41	nan	41	10	0	False
P-0002641-T01-IM3	PMS2	6012870	6048756	1672540	6791150	5118610	0.363300207882269	3	1.0	GAIN	PASS	True	35	0.451307634990419	40	2.0	50	30	4	False
P-0002641-T01-IM3	RAC1	6414154	6443608	1672540	6791150	5118610	0.363300207882269	3	1.0	GAIN	PASS	False	35	0.451307634990419	40	2.0	50	13	6	False
P-0002641-T01-IM3	RBM10	47004268	47046212	39945650	47035950	7090300	0.838394595517036	3	nan	GAIN (many states)	PASS	True	99	0.832859133793077	46	nan	29	35	0	True
P-0002641-T01-IM3	TP63	189349205	189615068	185195150	195389450	10194300	0.482435944113545	4	nan	GAIN (many states)	PASS	True	21	0.766468071168015	45	nan	59	31	2	False
P-0002720-T01-IM3	AXIN2	63524681	63557765	63314106	63554800	240694	0.467292216767136	12	nan	AMP	PASS	True	76	1.45576049716689	46	nan	2	25	7	False
P-0002720-T01-IM3	FLCN	17115526	17140502	17117005	29059150	11942145	0.467292216767136	11	nan	AMP	suppress_segment_too_large	True	69	1.38244687254517	45	nan	123	23	0	False
P-0002720-T01-IM3	MAP2K4	11924141	12047147	11935415	12044646	109231	0.467292216767136	13	nan	AMP	PASS	True	67	1.51516622279611	47	nan	1	24	4	False
P-0002720-T01-IM3	NCOR1	15932471	16121499	13964744	16097912	2133168	0.467292216767136	7	nan	INDETERMINATE	PASS	True	68	0.880021187321796	44	nan	18	97	5	False
P-0002720-T01-IM3	RAD51C	56769934	56812972	50802507	56811700	6009193	0.467292216767136	12	nan	AMP	PASS	True	74	1.45509748213508	46	nan	42	17	0	False
P-0002720-T01-IM3	RNF43	56429861	56494956	50802507	56811700	6009193	0.467292216767136	12	nan	AMP	PASS	True	74	1.45509748213508	46	nan	42	24	2	False
P-0002882-T01-IM3	No_genes_above_ECHO_amplification_threshold																			
P-0003112-T01-IM5	CALR	13049392	13055303	1207037	58288300	57081263	1.0	2	1.0	DIPLOID	PASS	False	29	-0.0203322671756653	3	1.0	1410	14	1	False
P-0003112-T01-IM5	DNAJB1	14625582	14640582	1207037	58288300	57081263	1.0	2	1.0	DIPLOID	PASS	False	29	-0.0203322671756653	3	1.0	1410	11	5	False
P-0003149-T01-IM5	No_genes_above_ECHO_amplification_threshold																			
P-0003149-T02-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0003164-T01-IM5	CCNE1	30302805	30315215	27738462	31706500	3968038	0.658326557202231	6	nan	AMP (many states)	PASS	False	90	1.36238882863505	53	nan	9	15	1	False
P-0003164-T01-IM5	CRKL	21271714	21308037	17519625	24129500	6609875	0.658326557202231	7	nan	INDETERMINATE	PASS	False	98	1.53438012499066	54	nan	101	12	0	False
P-0003164-T01-IM5	ELOC	74851404	74884522	55364050	111298650	55934600	0.658326557202231	5	2.0	AMP	suppress_segment_too_large	False	43	0.88865754436736	50	3.0	221	8	1	False
P-0003164-T01-IM5	MAPK1	22108789	22221970	17519625	24129500	6609875	0.658326557202231	7	nan	INDETERMINATE	PASS	False	98	1.53438012499066	54	nan	101	15	1	False
P-0003290-T01-IM5	CCNE1	30302805	30315215	27732682	31706411	3973729	0.781829313148864	6	nan	AMP (many states)	PASS	False	71	1.1345276241185	38	nan	9	14	2	False
P-0003290-T01-IM5	ELOC	74851404	74884522	565219	145742879	145177660	0.846304646632789	5	2.0	AMP	suppress_segment_too_large	False	37	1.13359944718075	37	3.0	677	8	1	False
P-0003290-T01-IM5	FGFR1	38257733	38326352	565219	145742879	145177660	0.846304646632789	5	2.0	AMP	suppress_segment_too_large	False	37	1.13359944718075	37	3.0	677	34	0	False
P-0003290-T01-IM5	MYC	128747680	128753680	565219	145742879	145177660	0.846304646632789	5	2.0	AMP	suppress_segment_too_large	False	37	1.13359944718075	37	3.0	677	11	2	False
P-0003290-T01-IM5	NBN	90945564	91015456	565219	145742879	145177660	0.846304646632789	5	2.0	AMP	suppress_segment_too_large	True	37	1.13359944718075	37	3.0	677	33	8	False
P-0003290-T01-IM5	NKX3-1	23536206	23540440	565219	145742879	145177660	0.846304646632789	5	2.0	AMP	suppress_segment_too_large	True	37	1.13359944718075	37	3.0	677	5	0	False
P-0003290-T01-IM5	RAD21	117858174	117887105	565219	145742879	145177660	0.846304646632789	5	2.0	AMP	suppress_segment_too_large	True	37	1.13359944718075	37	3.0	677	28	1	False
P-0003290-T01-IM5	RECQL4	145736671	145743229	565219	145742879	145177660	0.846304646632789	5	2.0	AMP	suppress_segment_too_large	True	37	1.13359944718075	37	3.0	677	25	9	False
P-0003290-T01-IM5	SOX17	55370495	55373448	565219	145742879	145177660	0.846304646632789	5	2.0	AMP	suppress_segment_too_large	True	37	1.13359944718075	37	3.0	677	7	0	False
P-0003405-T01-IM5	No_genes_above_ECHO_amplification_threshold																			
P-0003421-T01-IM5	No_genes_above_ECHO_amplification_threshold																			
P-0003435-T01-IM5	No_genes_above_ECHO_amplification_threshold																			
P-0003484-T01-IM5	No_genes_above_ECHO_amplification_threshold																			
P-0003486-T01-IM5	No_genes_above_ECHO_amplification_threshold																			
P-0003554-T01-IM5	No_genes_above_ECHO_amplification_threshold																			
P-0003571-T01-IM5	No_genes_above_ECHO_amplification_threshold																			
P-0003633-T01-IM5	XRCC2	152341864	152373250	131936050	158451100	26515050	0.619825381366649	6	2.0	AMP	suppress_segment_too_large	True	25	0.902243650907636	35	4.0	195	9	3	False
P-0003633-T02-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0003731-T01-IM5	RAD21	117858174	117887105	109235929	131098250	21862321	0.640533093291569	6	nan	AMP (many states)	suppress_segment_too_large	True	18	1.03949757214905	27	nan	64	27	0	False
P-0003775-T01-IM5	No_genes_above_ECHO_amplification_threshold																			
P-0003959-T01-IM3	No_genes_above_ECHO_amplification_threshold																			
P-0004071-T01-IM5	No_genes_above_ECHO_amplification_threshold																			
P-0004079-T01-IM5	STAT3	40465342	40540586	38566850	47699472	9132622	0.775149436353721	3	1.0	GAIN	PASS	False	30	0.228426038222039	12	2.0	252	38	2	False
P-0004079-T01-IM5	STAT5A	40439565	40463961	38566850	47699472	9132622	0.775149436353721	3	1.0	GAIN	PASS	False	30	0.228426038222039	12	2.0	252	35	0	False
P-0004079-T01-IM5	STAT5B	40351186	40428725	38566850	47699472	9132622	0.775149436353721	3	1.0	GAIN	PASS	False	30	0.228426038222039	12	2.0	252	33	0	False
P-0004082-T01-IM5	No_genes_above_ECHO_amplification_threshold																			
P-0004097-T01-IM5	ETV6	11802788	12048336	416293	17903344	17487051	1.0	2	1.0	DIPLOID	PASS	True	16	0.0574470946331845	8	1.0	214	133	23	False
P-0004163-T01-IM5	No_genes_above_ECHO_amplification_threshold																			
P-0004163-T02-IM6	No_genes_above_ECHO_amplification_threshold																			
P-0004351-T01-IM5	CCNE1	30302805	30315215	27732670	31706500	3973830	0.3	7	nan	INDETERMINATE	PASS	False	49	0.734356090695284	18	nan	9	15	0	False
P-0004351-T01-IM5	CDK4	58141510	58149796	46123750	111856700	65732950	0.236358296438116	3	1.0	GAIN	PASS	False	29	0.0584549043918117	12	2.0	554	10	0	False
P-0004351-T01-IM5	DNMT1	10244021	10341962	2213850	19261700	17047850	0.273503732412659	3	1.0	GAIN	PASS	False	48	0.134888200363324	13	2.0	511	74	5	False
